	text_id	text	label	label_id
4916	4917	algorithm military contract similar government equivalent military design develop major change law exist encourage communication develop state art order suppose voice radio apply office decide interested give copy application nice note back application national security reason longer make sell pick happen late violate rule suppose publish paper algorithm file application publish gain country law system highly sell widget design give money work progress win throw country kind system	sci.crypt	12
4917	4918	proof majority house story bill vote power addition small body hand live house oppose bill order address bill political science class waste time	talk.politics.guns	11
4918	4919	batf fire assault assume batf death expect citizen accept search court turn tank break door day search knock meaning bunch man gun compound term search secret batf reveal attempt serve place police serve basically attack compound expect surrender death injury side battle difficult side weapon	talk.politics.misc	6
4919	4920	agree law enforcement agency property amendment constitution responsibility government back serve create law rule position government power people nation situation change law enforcement agency property pay drug lie continue deal drug make devil cycle law enforcement agency property fund activity easy citizen property give agency property interesting note month ago force strong government control leader leader control government back end live equivalent high tech world responsibility personal action	sci.crypt	12
4920	4921	size cold gas roll control tank sound rocket work cold gas make tank big sound rocket pound controller minute space pretty fire duty cycle kill sun tank hold speak memory flight ground choose base black algorithm extra tank give idea order cold gas send email touch ground people cheer	sci.space	18
4921	4922	jewish joke jewish support armenian resolution israeli relation addition israeli active ensure resolution fail instance assist turkish travel doubt feel matter month solution consideration member turkish country view relationship experience armenian issue convince figure deliver desire result paper paper fast sense logic good relation make bad joke poor relation post joke	talk.politics.mideast	7
4922	4923	early argument clipper encourage state local cop commit criminal act learn perform actual encourage commit criminal act point give attack clipper proposal request make detail equipment propose budget service request project future figure estimate number clipper request expect publish figure compare basis amount suspect estimate expensive install clipper station build instal future public thing technical detail btw provide don request transmit hard guess good scheme result transmit feed audio tape privacy establish investigation complete	sci.crypt	12
4923	4924	answer hand answer mail quickly pair side set end label short drive operate mode give label label trial error method ide drive	comp.sys.ibm.pc.hardware	14
4924	4925	bad patient effect member head involve effective effective treatment bank surrender	sci.med	5
4925	4926	wait roll hand chip unix possibility include interface technology run window straight box fly mode education market big complex home front fight small business form market ability connect unix machine work run app home real people	comp.os.ms-windows.misc	16
4926	4927	basic add weak rear year brake similar spring late bad year add cheap low end top special guy good buy body work part meet mail order wheel disk good deal insurance agent drive mile year lock cost state year sound car check serial number depend car worth problem wrong engine wrong paint type reduce car drive sound ball park price small block manual air car put	rec.autos	4
4927	4928	mention make fire mother medium system	talk.politics.guns	11
4928	4929	make controller board input digital output port main thing port bus chip number good read follow find address port write port address status line pin pin line read base address read status read output line data line port hope seek	sci.electronics	8
4929	4930	include package net couple week ago good low price remember	comp.os.ms-windows.misc	16
4930	4931	sale memory channel good offer reply	misc.forsale	0
4931	4932	begin cut cut part great people stop trouble contact archive site stuff good post thing	rec.motorcycles	19
4932	4933	destroy people move back house people live call people house place bear city home town people city inform village city century people live city worth mention small place act visit	talk.religion.misc	3
4933	4934	write paper role fill recent book article german important role church concern law religious education school control relation state government	soc.religion.christian	2
4934	4935	machine mode copy video phone number sale department time effectively time	sci.electronics	8
4935	4936	make work survive pay due mother nature form work option work stand earth work expect pay mother nature survive property law create fact people option work people thing life property people live life experiment property deny death people originally common property grow food common food store people suffer arrive make property common share work result common store debate land family accord change immediately justify increase industry large experience common condition year man ancient time property bring community make happy community find benefit blame failure basic man write man word accord find private economic policy fall state make mistake make private property society alternative bring	talk.politics.misc	6
4936	4937	lose fine team good hockey market country north star fan tradition year throw hand owner install expansion city year case lot lose star move	rec.sport.hockey	9
4937	4938	problem response bother connect part note act examine work time examine recent development biblical issue situation show require people die belief true surely true people die put rest problem big deal doesn degree lot thing early christian worth die belief idea mix race community bring national people die original point document proof back dead claim unique greek mind point military duty worship christian human light party wasn rise supposedly argument stand critical	soc.religion.christian	2
4938	4939	time safety great concern oppose brother kill surprised discover safe drive concerned set thought pattern ride strategy bike trouble	rec.motorcycles	19
4939	4940	stuff delete avoid situation encourage criminal college student ride university sound bit doesn university nice area friend attack rape situation police didn feel situation encourage criminal fault ride middle day didn avoid situation encourage criminal case put bar door window pray police state safe crime happen situation define area criminal avoid	talk.politics.guns	11
4940	4941	sell public supposedly directly direct face similarly gas father expose gas side effect weapon include label kill give blow hole head hit hit fire make black smoke burn wrong suck smoke make paper burn fuel air condition return mix air light match foot fill smoke pound fire code open building story building blow smoke mix bit plain water drink water cut mix settle hour bus move child plate remember kid sick die tear gas burn death open mouth happen	talk.religion.misc	3
4941	4942	listen live safety fear harm	soc.religion.christian	2
4942	4943	info regard danger read floppy disk people personally read image floppy drive realize slow file	comp.graphics	15
4943	4944	ticket ticket ticket format order	sci.crypt	12
4944	4945	view file image color view screen utility convert plain	comp.windows.x	1
4945	4946	insert line night stupid penalty put hole minute survive time minute major penalty back stick guy game line hear series bring back	rec.sport.hockey	9
4946	4947	short burn live area coverage pull bag comment line match basic idea business play wing small key success presence stick length slot hell day past people put good shut line fly night guy player wing year major playoff blame quick exit wing happen line hell score score suggestion check line lot suggest thing game plan play line player play fault goal fault wing defense shut realize team hit night loss poor call measure	rec.sport.hockey	9
4947	4948	unit button station operate door shipping interested email	misc.forsale	0
4948	4949	move buy make car wait buy	rec.autos	4
4949	4950	read win support processor remember read support future run unix application win read win end spring hope	comp.os.ms-windows.misc	16
4950	4951	bad stuff bunch mail pay weight tear quote quote insurance low rate work advantage low	rec.autos	4
4951	4952	quick reality check real reaction people sound sort thing hear leader german political party	sci.crypt	12
4952	4953	night watch hear thought year focus show kid jewish religion stuff delete interesting kill end time race remain kid rest race home great battle happen kill interesting thing catholic open begin search quote passage find show back hear kid quote justify claim quote hate claim passage recall passage condemn jewish wasn condemn power	alt.atheism	17
4953	4954	sound fact friend sound lot description back party year year shape town people aren amount good nature adult thing bother description deep street town plan deal set party place live previous visit establish record good stick party ride night hurt kill doesn hurt party party benefit entire activity permit justify minority happen fit describe develop long term relationship group aren ignorance general population exist surely part car	rec.motorcycles	19
4954	4955	hear day easy imagine practical step modify street limit effect add light ground power require give level reduce seek local authority system success area major year ago local authority care suppose dark area international law find idea bear anti satellite weapon	sci.space	18
4955	4956	motif open build application switch motif open run time give open	comp.windows.x	1
4956	4957	idea apple rom modem connect business secret aren steal answer trust apple attempt destroy apple	sci.crypt	12
4957	4958	run sample problem volume program manual chapter box page create pop box application create window button quit press button press pop box strange feature program pop box faster time pop time time slow experience sample program fast response time time slow response time time give idea program time reasonable fast response time	comp.windows.x	1
4958	4959	follow survey conduct term project philosophy class give interesting hear kind voice full blow give read group email response mail account delete question number answer write back start result answer absolutely make hear answer interested final project send note effect answer absolutely make hear answer interested final project send note effect include note survey response email late survey question trouble faith reason trouble hold truth practice card reading conflict scientific knowledge world religion require ignore physical reality make logical sense basically reason wrong question conflict conflict question haven trouble haven set solve problem time kind count	soc.religion.christian	2
4959	4960	intent cut government pen keyboard true lawyer agree good resource maximum extent	sci.crypt	12
4960	4961	recently instal digital film system base full digital system pro environment system excellent produce variety material local network programming view image quality important ability directly export video net produce video program community program commercial broadcast image quality critical digital film system roll system compression card promote system card achieve quality level unable deliver system produce quality field card repeat field field result kind super film find problem find software work produce thousand effect filter color nature fast easy system recognize user interface total system meg ram drive monitor film card set back video system output quality client perform effect imagine base line base system video work	comp.graphics	15
4961	4962	explanation federal law enforcement official happen write history book put good bad light	talk.politics.guns	11
4962	4963	impression objective find evidence cross line show fairly cross goal line time screw	rec.sport.hockey	9
4963	4964	charge purchase computer software small office question office pack program package office pack point complete late addition program update single program date receive disk documentation aware make office package deal put price office package street sound great deal office purchase computer software complete program make advance	comp.os.ms-windows.misc	16
4964	4965	real problem hear win program clock stuff win run	comp.graphics	15
4965	4966	hell play boy miss day defense clear guy slot care hell ball hockey remember clear slot push player hard hate people incident stick big time move people player ice	rec.sport.hockey	9
4966	4967	update title price flight double size work art page annual story annual factor flight page team flight team annual annual annual dark bat trade print cover death head early app begin dark present annual man print double size factor eternal cover thing art begin art art cover art page art page issue annual race story cover story cable cover begin issue begin art cover paint cover generation direction begin present black black art black black black black black black black cable cover cover cover annual annual summer special art art full story power pack big game card war zone cut story special solar man answer spot power annual story direct sale regular edition green black return black force origin cover generation generation strange dozen vary high annual dark objective massacre watch man origin rise super super rise story rise story rise story rise story annual claim prove conclude woman return animal man annual factor begin team issue annual force force sign card sign bag card sign bag card sign bag cable card man massacre battle battle art cover fall man begin begin man team print condition bag bag back white free board shipping book book free order large amount stuff thousand thousand title post list issue title save space	misc.forsale	0
4967	4968	hear print book throw book accord true	comp.windows.x	1
4968	4969	people include statement call people disagree position oppose commit israeli anti call valid form argument circle justify crime commit israeli government attempt call civil anti	talk.politics.mideast	7
4969	4970	accord previous poster seek doctor immediately	sci.med	5
4970	4971	reply read anti christian post virtually response christian post burn hell kind obvious atheist time atheist word didn read faq	alt.atheism	17
4971	4972	master agree correctly physical world important related fact christian completely follower world religion unique stand master alive world time history life follower master world major religion teaching master process add threat eternal delete teaching master die leave world people alive simply set thing universe christian worship pray expect return save sin kid religion manufacture feeling totally religious thing similarly true follower major world religion include primary function master life sound current refer word life personally guide level live physical body true complete soul cycle physical plane achieve reach soul plane level universe physical universe live master master alive today american live organization master live associate book subject path master write spend year life study closely observe master time book include author find public university library book store obtain library book key secret world christian confuse master anti world call day master rule expect people continue follow religion dead master continue cycle plane physical world finally accept live master book describe kind evidence support fact life include past life accurate mind make thing bad recall young child identify recent previous relative home dream recall past life land travel time read late support statement include person possibly sin bear live king version version strong interest strong person life strong fear travel water result end previous life person person meet time life bad encounter previous teaching include law people action present surely future future master die translate die translate master meet level directly soul plane correct meaning individual experience happen people wait wait plane existence physical universe low dozen major level existence physical plane plane plane plane plane count part plane soul plane high plane soul plane true count physical plane include physical soul plane call plane influence effect book title apparent physical origin result plane physical plane major plane divide plane plane call occupy small part create year ago early catholic church kind black simply teach existence threaten manner locate plane good short back earth sound current faith christian religion demand follower amount faith back good feeling totally person hear form sound current word life cycle world continue sound current sound wind wave pitch sound music sound member start hear end year member experience soul travel replace faith information answer question cite source book address important information encourage	talk.religion.misc	3
4972	4973	back ranger end turn signal center wheel intend drive car push turn signal blow time annual state require safety idea	rec.autos	4
4973	4974	expansion slot vga card monitor interesting combination trade locate mail address call	comp.sys.ibm.pc.hardware	14
4974	4975	encourage lead result great number rule good experiment league big	rec.sport.baseball	10
4975	4976	star fan newsgroup relationship player son suppose curious	rec.sport.hockey	9
4976	4977	base speak american citizen dangerous philosophy suspect jewish convert stay philosophy	talk.politics.mideast	7
4977	4978	people claim chip step civil liberty thing happen faster expect trick apply secret people fact explain situation previous message write fight proposal late happen civil liberty violate american people part people sleep regard	sci.crypt	12
4978	4979	fellow situation apply school interview offer wait hear school honest experience impression medical school process number important fact school screen base number quality happen expect application fee fact interview number mention response wait list assume bad great interview long wait call school contact interview season haven hear assume letter send late school interview worry fun people medical school process high score work software engineer year major computer science person good chance admit important top subject medium importance write speak ability medicine activity important college university major work experience good shape bind number understand person individual practical interview number character	sci.med	5
4979	4980	sale buy camera year ago sell gear big film project	misc.forsale	0
4980	4981	source code process kind write process author bad	comp.graphics	15
4981	4982	work correctly long apple continue make system software run problem screen back line screen affect open window pull menu technical person connection screen rest computer open suggestion involve buy computer shop buy book feel strongly computer buy service manual related note monitor connector connect	comp.sys.mac.hardware	13
4982	4983	injury team training miss essentially entire injury moment	rec.sport.hockey	9
4983	4984	make change registration database program manager file manager choose run type include window document	comp.os.ms-windows.misc	16
4984	4985	faster standard disclaimer apply hit accord cycle magazine faster couple year bottom mile mile cost originally sell brand case year big deal base tend initial bike part service hold doesn knock slow accord release cycle world real dog wife money dog component division	rec.motorcycles	19
4985	4986	impossible tough year start wave	rec.motorcycles	19
4986	4987	choice house big concern escrow house compromise fact compromise secret key hour coverage key steal turn cable wait camera case key satellite compromise view seal key	sci.crypt	12
4987	4988	good supply test test input time buy year ago lot heat generate machine risk baby life owner complain machine short time suggest lead display	misc.forsale	0
4988	4989	team repeat team country team north team team belong happen team receive success successful campaign people representative team people watch buy product local fan team	rec.sport.baseball	10
4989	4990	place death soldier occupy act murder compare death act exercise aim issue truth agree death soldier continue imagine terrorist view village small community kid play street woman prepare man play card argue village terrorist close serve purpose function prior young man age year member resistance village people suspect young man support time arm occupy zone set israeli time israeli soldier kill village kill innocent civilian back announce bomb terrorist year happen village describe large number group area back organization wide range purpose large mistake make produce major policy cold reality accept deal resistance hand stop attack occupy israeli soldier real force disagree field reliable force area police prevent attack solution time realize concept zone aim protect city fail fact israeli death result clear agree death longer civilian primarily military bomb proper circumstance government prove capable control part happy agree case soldier murder matter situation	talk.politics.mideast	7
4990	4991	proof good strong evidence child danger good show predict suggest strong possibility event assault building child danger assault phrase week start style point people net disagree adult choose choice child expect pay attention expect figure advice expert cult view yesterday point play perfectly view world increase chance give break minute compound fill child doesn show regard life safety child passage easily block easily subject heart disease hold gun attack bear death kind situation handle surround place tank armed rock music speaker hour approach solution greatly reduce authority authority show time past happy trouble prevent approach single message give follower virtually guarantee solution propose follow point press place philosophy	talk.politics.misc	6
4991	4992	sin man kind sin sin die	talk.religion.misc	3
4992	4993	follow introduction cover peace reveal holy scripture angel seal day state live claim message son previous holy scripture mention verse chapter verse translation follow father man seal full knowledge thing verse document seal complete addition holy close long line teaching age matter full knowledge full knowledge thing part translation turkish writing part letter continue part sign declare present number accord fact declare fact show word quote place deny call order follower degree universe effect word speak truth suppose observe true position time prove claim word support change usual practice attitude request confirm claim word claim universe proof change order request finger make run moon finger split tree bear witness move food man show hundred similar evidence high proof restrict act word behavior moral conduct manner character prove people child belief lie hide face find conclude proof number thousand hundred thousand proof hundred thousand truth seek man opinion equal number demonstrate thousand proof addition aspect hundred thousand individual claim perform live pass evidence quality attribute perfect authority exist perfectly person authority find	talk.religion.misc	3
4993	4994	send response receive nice automatic reply note pass include address reply due care reply protect voice network develop law enforcement give fact hope system meet clipper chip export algorithm country	sci.crypt	12
4994	4995	advice ride time ride read block ride fairly road person fairly small weight problem sort advice give hold grab back hear direction turn traditional signal slow faster positive experience	rec.motorcycles	19
4995	4996	blood pressure normal answer person bank surrender	sci.med	5
4996	4997	driver card moment window run mode driver card send	comp.graphics	15
4997	4998	oil pressure oil temperature temperature fuel pressure electronic pair mount damn thing car addition nice big red light check connect oil pressure oil hard time case oil pressure oil bad temperature minute oil pressure bad thing	rec.autos	4
4998	4999	plan write program image character format produce circle line character experience problem post mail program digital image produce circle line	comp.graphics	15
4999	5000	tough pick situation sign type state watch real position comment dealer introduction back	rec.motorcycles	19
5000	5001	post long response issue register phone clipper relationship doesn recall law enforcement court order suspect phone call figure line record stuff read law enforcement block serial number key court order difficulty phone instrument phone line introduce exist clipper pay phone clipper government figure listen clipper conversation serial number key innocent person clipper phone line problem care phone instrument conversation suspect line serial number key business clipper chip	sci.crypt	12
5001	5002	game play watch team league interest game hit immediately game hit intent perspective deserve minute board game call agree hell penalty decide put board btw didn correct call official refuse admit make mistake call describe difference pick win game wing excuse game team call put stick eye dangerous stick long time league minute call send tape wing live shit	rec.sport.hockey	9
5002	5003	sense involve put cover hot metal plate unique involve hot cover metal plate good metal start develop moment hot people food man heart agree hot chemical evidence channel production secret life play complex find call box case letter case confirm good	sci.med	5
5003	5004	lead battery dead totally store floor store cover air short terminal thing happen car short plug earth win start solution car clean plug lead problem store battery ground safe high percentage	sci.electronics	8
5004	5005	mention cut star good regular blame lack effort management make mistake remember call middle season win call beat past brother score final minute back goal minute bad luck kind luck year playoff win good team	rec.sport.hockey	9
5005	5006	chip display follow mode chip check board chip problem mode work graphic claim display bit image bit board doesn work write code mode work find address word bit low bit happen mode mode refuse work remain text mode	comp.graphics	15
5006	5007	hardware make system connect network network network software money work	comp.sys.mac.hardware	13
5007	5008	people make chip card base hard code string conclusion chip pretty fast guy	comp.os.ms-windows.misc	16
5008	5009	evidence distribution distribution speak edge distribution give power black hole fairly close range good day star expect confirm show local population light year mechanism exist fair note suggest wrong back sun center population show local disk population rule completely stage avoid push energy large mechanism start data consistent distribution source distance edge edge universe distance high energy detect source star black hole hard level due black hole string wrong thing situation recent claim class source fit easily theory fly enter reason assume star black hole mechanism exist place remember	sci.space	18
5009	5010	program mind capable send window sound security problem	comp.os.ms-windows.misc	16
5010	5011	explain suggest site find program function man page explain	comp.windows.x	1
5011	5012	time hear piece news game radio interview game team town lose soviet long time post head win anymore season good good team produce player national team team imho playoff give hard time consistent beat team deal head decide doubt head compromise	rec.sport.hockey	9
5012	5013	week change live medium apple small amount hard make longer eat give small room area baby start push shouldn wear compress middle suck sit put pressure lay side back stay position hour easy leg baby turn force month easy baby end turn late doctor thing weight gain patient young problem avoid vary person person trouble article woman chance carry baby good luck	sci.med	5
5013	5014	seal water clean chain short ride dry heat bit deep form good seal live	rec.motorcycles	19
5014	5015	post day ago miss board change case miss write biblical answer basically restrict post show type evidence present answer question couple false claim reply index find word act lot state large discussion discuss discuss form meaning land mention surprise good thing reference correct biblical answer group check article error article state wrong admit handle greek word act land discuss word act greek discuss report word catch mistake mistake prove point reply vary number source show wrong research reference give reply response posting article benefit argument realize find convince reply correct point reply find part find quit hide necessarily find reply purpose debate view raise student present view find present greek make big thing refer back actual greek find demand part quality greek requirement reply good point passage produce observation deep glad begin post begin greek study passage depth evidence claim standard state actual standard simply passage hand present historical context historical content historical info context content info greek word study remember find reply question find important plan start good ability continue present observation bad point debate find present total analysis passage beat core verse argument act good point desire hope greatly study passage thing passage passage honest note list red real reply reason simple passage claim passage passage source mention present death claim defense act passage piece passage attempt state begin stage debate lay expand deep reason passage death make agree passage correct reply reason give view passage majority wrong conclude passage problem rise explanation death explain hang fall open question manner die travel people point apparent account obvious error idea destroy account case relate hang fall impact statement necessarily fall hang matter person call black person call white account true hang tree edge hang time tree give fall body process fall death fit explanation possibility natural examine bottom foot height tree bottom easy conclude strike rock tear body open important remember long remain hang tree advanced body fall story kill individual place high window point head pull window time hand person man life shoot commit jump form building case true true case account death situation perspective event reason reject attempt haven relate impossible highly early post quote rise add text version heavy assume find find rise reject explanation base heavy passage haven address feel attempt doesn didn happen show reject possibility question lie lie respect present question find question stupid request answer restrict point point hang manner end life fact bit survive hang movie refer attempt hang reply work agency child abuse today call child attempt hang mother crack fail attempt child local hospital attempt successful assume successful question quote night listen broadcast show term familiar man show teach religion logic interesting hang state kill reply important time passage mention hang source hang state die result meaning boy age hang live thousand document case discover thought fact respect christian include greek opinion research reply christian reference read interpret reply christian source back point position valid possibility source read wrong lie part book side include interpretation find error source note interpret meaning die possibly true find text remember examine include biblical knowledge reply good source info volume volume word meaning publish present reply research approach depth study case reference specifically describe interpretation successful conclude greek word translate successful hang reply mine conclude highly state death result greek word greek translation time advice follow arise home house city put order hang die father notice state hang add die doubt result die suggest success failure simply hang disagree show christian insist successful reply mine insist early post agree explanation regard death account recently notice thing throw piece hang piece put price blood buy field field call field blood day notice text die result hang hang act fall open middle pretty clear detail give act speech pick fall dead concept death highly clear cut write reply recently notice passage sin innocent blood throw piece hang piece put price blood buy field field call field blood day notice verse hang die assume die result act act man purchase field fall open middle act write book place live office graphic explanation death line account death doesn necessarily explain die hang specifically die hang incident act show graphic act death reply hang act record death fall hit rock open longer assume case die result quote show highly regard explanation text assume die highly agree die hang book deal discuss simply ignore simply refer back version correct version act biblical knowledge suggest doesn explain fall branch break fall death explain hang man fall foot reply fall factor high person fall tree branch fall surface victim fall possibly roll rock act passage passage give lot info specific quote give hang tree edge hang time tree give fall body process fall death fit explanation possibility natural examine bottom foot height tree bottom easy conclude strike rock tear body open confuse source field hand author correct make biblical claim word guarantee true add death field reply study death remind discuss question money purchase land source point act specifically mention act specifically mention act talk act concern guide arrest point describe act immediately discuss suggest action discuss reply act day stand number act man brother scripture speak concern guide arrest number obtain part act man purchase field fall open middle act field call language field blood act write book place live office notice verse word state guide arrest writer stop number obtain part part play care poor money box put thought money box buy thing give poor part play state play part accord add explanation money put steal purchase field explanation give clear answer reference state type type reply admit complete big problem limited view	talk.religion.misc	3
5015	5016	change team post choice start	rec.sport.baseball	10
5016	5017	hear year give pitcher pitch time benefit record pitch record pretty change sort	rec.sport.baseball	10
5017	5018	imply talk owner owner power love guess bite specific extra fact show care maximum power note important buy year	rec.motorcycles	19
5018	5019	act good faith intent purpose easy call treat lot money involve happen doesn necessarily make objective source information life people research order people effective bank surrender	sci.med	5
5019	5020	question exact entry terminal configuration file load terminal boot add system list background system run window sun terminal time set network access control list session great work fail wrong implementation edit configuration file load boot matter entry add edit boot control list manual	comp.windows.x	1
5020	5021	obtain information book email address don read reply mail software engineer system mail email system information	comp.windows.x	1
5021	5022	thread message fact message work image screen fast notice	sci.electronics	8
5022	5023	finish study find reference start show find miss post study intend publish process organize show ready write send luck free time finally hope	soc.religion.christian	2
5023	5024	discussion war time price explain sell folk	rec.autos	4
5024	5025	schedule devil time zone devil send schedule post	rec.sport.hockey	9
5025	5026	pretty understand jewish thinking case establish moral follow decide fall understand require modern interpretation lead understanding require morality biblical morality interface man necessarily relationship trouble don create image hear number opinion conclusion apple base life mix live person record set follower small reference hand bad attempt point make interpret interpretation guess faith absolute moral code multiple moral code multiple moral code absolute moral code parent child child assume parent simply parent child wrong parent pub bar child child parent parent feel front child happy front animal hold water child type parent parent life young child absolute learn morality religion	talk.religion.misc	3
5026	5027	document write time back slightly date release disclaimer message author personal opinion support opinion policy green man follow day hint tip scsi document hint tip scsi work hardware software package base experience controller note guarantee follow work information document possibly lose file hard disk important back entire content hard disk base information document copyright document copy personal profit publication author note connection customer topic cover document window mode base tape device sound card info note part document technical description problem reference send comment correction email internet window mode window install program automatically window case wrong describe change window work notice instal window make run slow run window method speed discuss section call run window install program add disk bat file follow instruction notice double default setup notice system run slow window section call run speed system window configuration work window make section system file entry window install program automatically add entry system doesn work add line false line entry enable support memory manager program window run window run chance system run slow happen version file win solution lucky luck hold remain system run slow double accord documentation technical note double require double enable work slow estimate slow factor solution double window mode work destroy content hard disk run window follow driver provide double opinion double bug driver provide service stand virtual service standard support window bus master disk controller work window hard disk time find follow solution require note error solution follow require kind disk utility strongly recommend make window run faster function control tape drive physical hard disk add driver file driver option driver load low memory load high memory occupy driver obtain function version driver file driver driver load high assume crash system technical support load high fine long load low system window crash exit window additional result disk window file crash occur make program default window shell reason absolutely idea version earlier note people problem people lucky sort problem opinion good necessarily easy solution upgrade longer previous upgrade driver copy buy kit supposedly include driver driver list price copy version supposedly contact upgrade scsi copy include point tool note documentation driver store directory note include driver driver support hard disk include obtain copy note error window hardware upgrade motherboard find solution error occur disk access small possibility error driver relate change bus disk transfer run memory test hour time test find problem problem memory requirement error disk transfer memory test didn find problem problem show disk mention case hardware base tape backup device problem base tape backup device memory system tape backup long time tape drive start stop start stop tape operation encounter tape error problem hardware hear people similar problem mention case hardware problem tape backup long time controller base tape backup device adjust bus good result tape drive tape backup tape drive motor run default bus tape drive motor start stop start stop wear tape tape drive note tape head tape drive make tape head clean tape backup long problem tape backup transfer datum memory tape drive transfer datum memory hard disk feed datum tape drive rate tape drive feed datum quickly tape drive stop bit data eventually feed default bus large datum transfer hard disk memory memory tape default memory time spend transfer datum hard disk memory time spend transfer datum memory tape drive result tape drive start stop datum feed quickly solution change bus time default setting bus option bus follow line file note space find program call difficult find reason reason widely distribute work access internet copy couple site find copy run adjust bus run argument bus back default note crash system load bus increase low hard disk suddenly drop system feel slow work fine work fine adjust bus tape backup run faster experiment bus time option describe bad combination error bad program call exist upgrade check archive file couple file file suppose set bus time run program system crash time run check conflict program work work tape operation tape error problem exist exist system hardware problem hear people similar problem mention case hardware problem problem clean tape head back tape encounter detect error result tape backup tape backup work tape compare fail tape drive start stop start stop mention problem tape backup long time tape drive start stop kind start stop occur find tape backup device program software assume tape drive find tape drive tape read error problem discover floppy controller solve month ago upgrade motherboard floppy controller floppy controller controller decide floppy controller motherboard tape drive increase suddenly find tape drive hardware problem hand floppy drive work great attach wrong hand tape drive work attach floppy controller work attach controller hardware problem change floppy drive cable problem cable similar problem card popular sound card play record sound tape drive conflict sound card tape conflict error system crash error message happen data transfer quickly sound card memory occur quickly error error hardware problem system case error bad hardware find error occur record sound chance error increase increase record high rate bit tape drive solution solution bus section tape drive information note solve problem reduce error software record sound greatly affect problem software disk speed hard disk amount disk affect info section hint tip information hear read verify follow information correct risk driver crash hang manual mention install program detect present automatically add option command line occur program test version early version version earlier give version support hard disk size support hard disk bio true late sell connect drive scsi driver note drive interface scsi drive choice driver idea follow solution work work information buy driver package list driver supposedly upgrade scsi contact detail scsi package supposedly buy driver package make people make package driver scsi tape driver driver list price package sell note driver scsi method follow driver mention case driver driver kit kit driver copy high level driver include kit board scsi tape drive software talk scsi tape drive software hear section drive idea follow solution work work information point tool supposedly support large number scsi tape drive scsi driver point driver package scsi tape backup program section drive detail note require sell configuration scsi controller hard disk rom driver driver driver program imagine sell fourth configuration bio driver include driver people interested version talk scsi tape drive driver driver program version hear work access internet copy find site scsi tape drive patch relative scsi tape idea copy find concern controller work hardware board identical program work work version case curious copy file file break device ram high command note file break device ram high command file break device high command controller base tape drive plan record high quality sound sound card change bus time version care version doesn	comp.sys.ibm.pc.hardware	14
5027	5028	floor problem heat cold lead battery slightly fast rate wife sit piece floor work kill battery fast battery set battery piece good thing attach small load small radio volume turn low leave charge couple day cycle charge battery lead battery good thing completely remove storage remove separate storage cell put back cell battery critical brand battery fully charge state output battery fully charge remove storage	sci.electronics	8
5028	5029	good work local bus video work high mode people make card assure card support local bus btw company make phone internet	comp.sys.ibm.pc.hardware	14
5029	5030	buy radio sell variable rate voltage guess rate set set interested rate idea circuit hate general guess hell lot	sci.electronics	8
5030	5031	net land simple make band single accept line tape player output input equal output drive line output final requirement control control easily	sci.electronics	8
5031	5032	provide site obtain version book email internet address	talk.religion.misc	3
5032	5033	result live universe real final family member friend victim kill remain brother victim copy lie final hold remain brother relative yesterday victim kill victim town claim hundred die armenian attack body today child woman shot close range treat include multiple wound burn village armenian attack village burn ground report village cut large number wound leave people kill wound attack village shell fire armenian village town mile house damage week ago follow crash people die pull troop report battle score people die town big area world turn back happen die watch group independent armenian soldier massacre hundred family kill soldier defend woman child turn gun describe happen real begin soldier survive shoot shoot start people year man people fall wife fall child leave dead people kill show official return town mile bring back dead child back head blow woman child show picture body bring town face apparently eye report kill dozen body area report massacre area report dozen include civilian official begin shoot seek body site local collect dead hide body people poor apparent national wear rest civilian include woman small child group apparently family fall child woman arm include small head injury face leave shoot point lie ground armenian troop surround town light tank village past attack tank describe fire safety day avoid kill battle brother son die road low cover apparently shoot run suddenly fire armenian anti police body kill armenian assault block body exit troop attack blame video report picture civilian death woman foot bind continue	talk.politics.mideast	7
