	F	I	tfidf	manual	H	H-tilde	H-tilde_std	N
newyearsprob	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
newyearsresolution	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
newyorkcityrooftop	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
next	0.0011989165346871717	-0.029629629629630116	4.017605718620493	1.0	6.339850002884624	6.310220373254994	0.026593406455077264	81
nfc	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
niall	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nice	0.0004588445996950904	0.0	4.978067668807786		4.954196310386875	4.954196310386875	8.429369702178807e-08	31
nicee	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nicer	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nickel	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nicki	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
niece	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nigga	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
niggas	0.00010361007089889138	0.2857142857142865	7.723677971409024		2.5216406363433186	2.807354922057605	0.0	7
night	0.00026642589659714927	0.1111111111111116	5.907008678015347		4.058813890331201	4.169925001442313	0.0	18
nightmare	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nightof	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nights	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nike	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nikeplus	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nikki	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
ninja	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nip	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nipple	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
no	0.003063897810867216	0.13446515098604195	3.472241939969794	1.0	7.512280314966345	7.646745465952387	0.026832138606511846	207
no.more.drunk.texting	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nobodiesbusiness	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nobody	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987	1.0	1.0	0.9999999999999999	1.0536712127723509e-08	2
nocreditcarddebt	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nodaysoff	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nodebtdiet	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nofilter	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nohater	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
noise	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
nomakeup	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nomeat	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nomnom	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nomorechew	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
non	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987	1.0	1.0	0.9999999999999999	1.0536712127723509e-08	2
none	2.9602877399683248e-05	-0.10000000000000009	7.718907692732987	1.0	1.0	0.8999999999999999	0.30000000000000016	2
nonegativity	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nonprofit	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nonsense	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
noodle	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
noon	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
nope	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nor	1.4801438699841624e-05	0.0	8.412054873292933	1.0	0.0	0.0	0.0	1
noreally	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
noresolution	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
norm	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
normal	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
normally	1.4801438699841624e-05	0.0	8.412054873292933	1.0	0.0	0.0	0.0	1
north	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
nose	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nosey	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
noshade	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
noshoppe	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
not	0.009487722206598482	0.01412313962761047	2.23576748667547	1.0	9.14474287109822	9.15886601072583	0.01633691786849865	641
notabadthe	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
notarized	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
note	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
nothin	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nothing	0.00022202158049762437	0.1333333333333333	6.185354511083221	1.0	3.7735572622751854	3.9068905956085187	5.960464477539063e-08	15
notice	0.00010361007089889138	8.881784197001252e-16	6.466144724237619		2.807354922057604	2.807354922057605	0.0	7
noticed	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
notopant	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
notorious	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
notsorry	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nourish	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
nout	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nov.	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
novel	8.880863219904975e-05	-4.440892098500626e-16	6.620295404064877	1.0	2.584962500721156	2.5849625007211556	4.2146848510894035e-08	6
novelty	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
now	0.0013025266055860629	-0.02045454545454639	3.934718058814726	1.0	6.459431618637297	6.438977073182751	0.018878690597600927	88
np	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
npcteennational	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nude	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nugget	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
null	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
number	0.00020722014179778276	-4.440892098500626e-16	5.772997543677674		3.807354922057604	3.8073549220576037	5.960464477539063e-08	14
numbered	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
numbers	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
numpsey	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nurse	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nurselife	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nut	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nutella	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nutrition	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
nutshell	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
ny	8.880863219904975e-05	-4.440892098500626e-16	6.620295404064877		2.584962500721156	2.5849625007211556	4.2146848510894035e-08	6
nyc	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
nycart	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nye	0.00016281582569825786	-0.01818181818181852	6.014159600494562		3.4594316186372973	3.441249800455479	0.05454545454546675	11
nyr	7.400719349920812e-05	-4.440892098500626e-16	6.802616960858832		2.321928094887362	2.3219280948873617	4.2146848510894035e-08	5
nyresolution	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
nyresolutions	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
nz	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
o	0.00011841150959873299	0.24999999999999956	7.389879684842993	1.0	2.75	2.9999999999999996	5.960464477539063e-08	8
o'clock	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
o'connell	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
oasis	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
oath	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
obama	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
obay	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
obey	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
oblivion	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
obnoxious	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
obscurity	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
observe	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
obsess	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
obsession	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
obsolete	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
obstacle	4.4404316099524875e-05	0.6666666666666669	11.57836153909948		0.9182958340544894	1.5849625007211563	0.0	3
obvious	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
obviously	1.4801438699841624e-05	0.0	8.412054873292933	1.0	0.0	0.0	0.0	1
ocarina	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
occasion	4.4404316099524875e-05	0.6666666666666669	11.57836153909948		0.9182958340544894	1.5849625007211563	0.0	3
ocd	2.9602877399683248e-05	0.9999999999999999	16.824109746585865		0.0	0.9999999999999999	1.0536712127723509e-08	2
ocean	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
october	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
of	0.009517325083998164	0.023803833596572233	2.2427433602688414	1.0	9.140464118605314	9.164267952201886	0.016285341062339743	643
of(not)aaronallison	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
off	0.0008732848832906559	0.03728813559322042	4.52230197757973	1.0	5.81484643919235	5.852134574785571	0.0319795970577682	59
offal	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
offend	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
offensive	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
offer	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
office	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
officer	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
official	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
officially	8.880863219904975e-05	-4.440892098500626e-16	6.620295404064877		2.584962500721156	2.5849625007211556	4.2146848510894035e-08	6
offline	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
often	0.0004588445996950904	-0.006451612903226156	4.978067668807786	1.0	4.954196310386875	4.947744697483649	0.019354838709861058	31
ogproject	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
oh	0.0004588445996950904	-0.012903225806451424	4.978067668807786	1.0	4.954196310386875	4.9412930845804235	0.02580645161288039	31
ohemgee	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
ohio	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
oil	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
ok	0.00020722014179778276	-0.014285714285714679	5.772997543677674	1.0	3.807354922057604	3.7930692077718895	0.042857142857170315	14
okay	0.0001776172643980995	0.0	5.927148223504932	1.0	3.584962500721156	3.584962500721156	0.0	12
ol	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
old	0.00026642589659714927	8.881784197001252e-16	5.521683115396768	1.0	4.169925001442312	4.169925001442313	0.0	18
omg	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
omy	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
on	0.006246207131333166	0.006330755328164628	2.5447267685941277	1.0	8.621573122356475	8.62790387768464	0.016031242067565912	422
once	0.0003700359674960406	-8.881784197001252e-16	5.1931790484247315	1.0	4.643856189774724	4.6438561897747235	8.429369702178807e-08	25
one	0.0027826704755702252	0.06368900930505905	3.437006590142324	1.0	7.437567575081893	7.501256584386952	0.01879100396771313	188
onebluelenz	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
onebluelenz.io	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
onedrive	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
ongoing	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
online	0.00011841150959873299	-4.440892098500626e-16	6.332613331613096		3.0	2.9999999999999996	5.960464477539063e-08	8
onlinedate	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
only	0.0016429596956824204	0.010130731980033225	3.8335326363400655	1.0	6.740361812296052	6.750492544276085	0.023995804499169965	111
ono	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
onstage	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
onthatgymgrind	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
onto	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042	1.0	2.0	1.9999999999999998	2.1073424255447017e-08	4
ooc	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
oomf	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
ooohh	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
oop	8.880863219904975e-05	-4.440892098500626e-16	6.620295404064877		2.584962500721156	2.5849625007211556	4.2146848510894035e-08	6
oops	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
op	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
open	0.00019241870309794111	-8.881784197001252e-16	5.847105515831395		3.700439718141092	3.7004397181410913	8.429369702178807e-08	13
operation	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
opinion	8.880863219904975e-05	-4.440892098500626e-16	6.620295404064877		2.584962500721156	2.5849625007211556	4.2146848510894035e-08	6
opinionated	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
opponent	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
opportunity	0.00011841150959873299	-4.440892098500626e-16	6.332613331613096		3.0	2.9999999999999996	5.960464477539063e-08	8
opposite	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
optimistic	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
or	0.0014653424312843209	0.05100022726835718	4.020627580921545	1.0	6.548548539271529	6.599548766539886	0.02307242476471815	99
oralhistory	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
orange	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
order	0.0001776172643980995	0.0	5.927148223504932		3.584962500721156	3.584962500721156	0.0	12
ordinary	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
ordinarylife	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
oregon	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
oreos	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
organic	5.9205754799366496e-05	-0.050000000000000266	7.025760512173042		2.0	1.9499999999999997	0.15000000000000135	4
organization	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
organize	0.00016281582569825786	-4.440892098500626e-16	6.014159600494562		3.4594316186372973	3.459431618637297	4.2146848510894035e-08	11
organized	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
orgasmdenial	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
orgasms	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
orientation	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
orleans	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
ornah	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
ornery	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
orvieto	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
oskin	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
other	0.0009176891993901808	-0.00967741935483879	4.284920488247841	1.0	5.954196310386875	5.944518891032036	0.014782502241763052	62
others	1.4801438699841624e-05	0.0	8.412054873292933	1.0	0.0	0.0	0.0	1
otherwise	1.4801438699841624e-05	0.0	8.412054873292933	1.0	0.0	0.0	0.0	1
ouch	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
our	0.000592057547993665	0.1899999999999995	5.36503992759647	1.0	5.1219280948873624	5.311928094887362	0.02000000000006551	40
ourd	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
out	0.0030194934947676915	-0.005882352941178226	3.176012256879794	1.0	7.6332096556969855	7.627327302755807	0.014673166223329372	204
outback	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
outcome	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
outdoor	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
outdoors	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
outfit	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
outlet	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
outlive	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
outrun	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
outside	8.880863219904975e-05	-4.440892098500626e-16	6.620295404064877	1.0	2.584962500721156	2.5849625007211556	4.2146848510894035e-08	6
outta	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
oven	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
over	0.0007696748123917645	0.09615384615384581	4.7969836308057126	1.0	5.585055102756478	5.6812089489103235	0.025800784355949805	52
overall	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987	1.0	1.0	0.9999999999999999	1.0536712127723509e-08	2
overcome	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
overdue	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
overhaul	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
overheard	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
overmycapacity	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
overpass	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
overpower	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
overrate	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
overreact	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
overthinke	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
owl	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
own	0.0004144402835955655	0.0	5.079850363117728	1.0	4.807354922057604	4.807354922057604	0.0	28
oy	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
p	7.400719349920812e-05	-4.440892098500626e-16	6.802616960858832	1.0	2.321928094887362	2.3219280948873617	4.2146848510894035e-08	5
p.s.	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
pa	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
pace	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
pack	0.00016281582569825786	-4.440892098500626e-16	6.014159600494562		3.4594316186372973	3.459431618637297	4.2146848510894035e-08	11
packed	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
packers	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
page	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
pain	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
painandgain	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
painfully	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
paint	5.9205754799366496e-05	0.4999999999999998	9.751256779499762		1.5	1.9999999999999998	2.1073424255447017e-08	4
pair	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
pajama	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
pal	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
paleo	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
paleodiet	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
palmer	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
pan	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
panara	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
pancake	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
pancakes	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
pandora	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
panic	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
pant	0.00014801438699841625	-8.881784197001252e-16	6.109469780298887		3.321928094887362	3.3219280948873613	7.300048299977713e-08	10
pantie	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
paper	0.00010361007089889138	8.881784197001252e-16	6.466144724237619		2.807354922057604	2.807354922057605	0.0	7
parade	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
parent	0.00013321294829857463	4.440892098500626e-16	6.214830295956713		3.169925001442312	3.1699250014423126	0.0	9
parents	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
paris	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
park	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
parking	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
parkour	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
parksand	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
parody	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
part	0.00019241870309794111	-8.881784197001252e-16	5.847105515831395		3.700439718141092	3.7004397181410913	8.429369702178807e-08	13
partake	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
partially	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
participate	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
partner	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
party	0.0001776172643980995	0.16666666666666652	6.560901382357703		3.4182958340544896	3.584962500721156	0.0	12
partying	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
partypartyparty	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
partypooper	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
partytime	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
pass	7.400719349920812e-05	-4.440892098500626e-16	6.802616960858832		2.321928094887362	2.3219280948873617	4.2146848510894035e-08	5
passenger	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
passion	8.880863219904975e-05	-4.440892098500626e-16	6.620295404064877		2.584962500721156	2.5849625007211556	4.2146848510894035e-08	6
passport	4.4404316099524875e-05	0.6666666666666669	11.57836153909948		0.9182958340544894	1.5849625007211563	0.0	3
password	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
past	0.0004588445996950904	0.30322580645161334	6.1451041689774994		4.631615665225585	4.934841471677198	0.029565004483526103	31
pat	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
path	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
